,Unnamed: 0,address,owner,value,property_type,property_class,Num_Properties,total_value,link,prop_type_clean,owner_clean,exact_address,location,point
55527,55527,1140 Morraine View Dr Unit 104,RDM MADISON LLC ,83000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835122840,Apartment,RDM MADISON LLC ,"1140 Morraine View Dr Unit 104 Madison, Wisconsin USA",,
55526,55526,1148 Morraine View Dr Unit 305,RDM MADISON LLC ,83000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835123517,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit 305 Madison, Wisconsin USA",,
55525,55525,1148 Morraine View Dr Unit 304,RDM MADISON LLC ,77800.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835123509,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit 304 Madison, Wisconsin USA",,
55524,55524,1148 Morraine View Dr Unit 303,RDM MADISON LLC ,76100.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835123492,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit 303 Madison, Wisconsin USA",,
55523,55523,1148 Morraine View Dr Unit 207,RDM MADISON LLC ,81000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835123450,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit 207 Madison, Wisconsin USA",,
55522,55522,1148 Morraine View Dr Unit 206,RDM MADISON LLC ,78900.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835123442,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit 206 Madison, Wisconsin USA",,
55521,55521,1148 Morraine View Dr Unit 205,RDM MADISON LLC ,83000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835123434,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit 205 Madison, Wisconsin USA",,
55520,55520,1148 Morraine View Dr Unit 204,RDM MADISON LLC ,77100.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835123426,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit 204 Madison, Wisconsin USA",,
55519,55519,1148 Morraine View Dr Unit 203,RDM MADISON LLC ,78700.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835123418,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit 203 Madison, Wisconsin USA",,
55518,55518,1148 Morraine View Dr Unit 202,RDM MADISON LLC ,81000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835123400,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit 202 Madison, Wisconsin USA",,
55543,55543,1148 Morraine View Dr Unit P3,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835125125,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit P3 Madison, Wisconsin USA",,
55517,55517,1148 Morraine View Dr Unit 201,RDM MADISON LLC ,83000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835123393,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit 201 Madison, Wisconsin USA",,
55545,55545,1140 Morraine View Dr Unit P17,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835124896,Apartment,RDM MADISON LLC ,"1140 Morraine View Dr Unit P17 Madison, Wisconsin USA",,
8977,8977,80 Washington Pl Unit P159,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173581,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P159 Madison, Wisconsin USA",,
8961,8961,80 Washington Pl Unit P143,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173424,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P143 Madison, Wisconsin USA",,
8962,8962,80 Washington Pl Unit P144,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173432,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P144 Madison, Wisconsin USA",,
8963,8963,80 Washington Pl Unit P145,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173440,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P145 Madison, Wisconsin USA",,
8964,8964,80 Washington Pl Unit P146,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173458,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P146 Madison, Wisconsin USA",,
8965,8965,80 Washington Pl Unit P147,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173466,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P147 Madison, Wisconsin USA",,
8966,8966,80 Washington Pl Unit P148,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173474,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P148 Madison, Wisconsin USA",,
8967,8967,80 Washington Pl Unit P149,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173482,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P149 Madison, Wisconsin USA",,
8968,8968,80 Washington Pl Unit P150,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173490,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P150 Madison, Wisconsin USA",,
8969,8969,80 Washington Pl Unit P151,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173507,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P151 Madison, Wisconsin USA",,
8970,8970,80 Washington Pl Unit P152,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173515,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P152 Madison, Wisconsin USA",,
8971,8971,80 Washington Pl Unit P153,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173523,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P153 Madison, Wisconsin USA",,
8972,8972,80 Washington Pl Unit P154,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173531,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P154 Madison, Wisconsin USA",,
8973,8973,80 Washington Pl Unit P155,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173549,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P155 Madison, Wisconsin USA",,
8974,8974,80 Washington Pl Unit P156,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173557,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P156 Madison, Wisconsin USA",,
8975,8975,80 Washington Pl Unit P157,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173565,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P157 Madison, Wisconsin USA",,
8960,8960,80 Washington Pl Unit P142,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173416,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P142 Madison, Wisconsin USA",,
8959,8959,80 Washington Pl Unit P141,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173408,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P141 Madison, Wisconsin USA",,
8958,8958,80 Washington Pl Unit P140,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173391,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P140 Madison, Wisconsin USA",,
8949,8949,80 Washington Pl Unit P131,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173309,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P131 Madison, Wisconsin USA",,
8942,8942,80 Washington Pl Unit P124,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173234,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P124 Madison, Wisconsin USA",,
8943,8943,80 Washington Pl Unit P125,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173242,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P125 Madison, Wisconsin USA",,
8944,8944,80 Washington Pl Unit P126,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173250,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P126 Madison, Wisconsin USA",,
8945,8945,80 Washington Pl Unit P127,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173268,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P127 Madison, Wisconsin USA",,
8946,8946,80 Washington Pl Unit P128,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173276,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P128 Madison, Wisconsin USA",,
8947,8947,80 Washington Pl Unit P129,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173284,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P129 Madison, Wisconsin USA",,
8950,8950,80 Washington Pl Unit P132,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173317,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P132 Madison, Wisconsin USA",,
8957,8957,80 Washington Pl Unit P139,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173383,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P139 Madison, Wisconsin USA",,
8951,8951,80 Washington Pl Unit P133,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173325,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P133 Madison, Wisconsin USA",,
8952,8952,80 Washington Pl Unit P134,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173333,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P134 Madison, Wisconsin USA",,
8953,8953,80 Washington Pl Unit P135,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173341,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P135 Madison, Wisconsin USA",,
8954,8954,80 Washington Pl Unit P136,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173359,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P136 Madison, Wisconsin USA",,
8955,8955,80 Washington Pl Unit P137,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173367,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P137 Madison, Wisconsin USA",,
8956,8956,80 Washington Pl Unit P138,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173375,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P138 Madison, Wisconsin USA",,
8976,8976,80 Washington Pl Unit P158,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173573,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P158 Madison, Wisconsin USA",,
8978,8978,80 Washington Pl Unit P160,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173599,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P160 Madison, Wisconsin USA",,
55546,55546,1140 Morraine View Dr Unit P18,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835124903,Apartment,RDM MADISON LLC ,"1140 Morraine View Dr Unit P18 Madison, Wisconsin USA",,
8979,8979,80 Washington Pl Unit P161,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173606,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P161 Madison, Wisconsin USA",,
9010,9010,80 Washington Pl Unit P193,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173929,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P193 Madison, Wisconsin USA",,
9009,9009,80 Washington Pl Unit P192,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173911,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P192 Madison, Wisconsin USA",,
9008,9008,80 Washington Pl Unit P190,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173896,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P190 Madison, Wisconsin USA",,
9007,9007,80 Washington Pl Unit P189,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173888,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P189 Madison, Wisconsin USA",,
9006,9006,80 Washington Pl Unit P188,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173870,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P188 Madison, Wisconsin USA",,
9005,9005,80 Washington Pl Unit P187,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173862,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P187 Madison, Wisconsin USA",,
9004,9004,80 Washington Pl Unit P186,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173854,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P186 Madison, Wisconsin USA",,
9003,9003,80 Washington Pl Unit P185,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173846,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P185 Madison, Wisconsin USA",,
9002,9002,80 Washington Pl Unit P184,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173838,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P184 Madison, Wisconsin USA",,
9001,9001,80 Washington Pl Unit P183,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173820,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P183 Madison, Wisconsin USA",,
9000,9000,80 Washington Pl Unit P182,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173812,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P182 Madison, Wisconsin USA",,
8999,8999,80 Washington Pl Unit P181,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173804,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P181 Madison, Wisconsin USA",,
8998,8998,80 Washington Pl Unit P180,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173797,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P180 Madison, Wisconsin USA",,
8997,8997,80 Washington Pl Unit P179,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173789,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P179 Madison, Wisconsin USA",,
8996,8996,80 Washington Pl Unit P178,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173771,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P178 Madison, Wisconsin USA",,
9011,9011,80 Washington Pl Unit P194,CAPITOL WEST PARKING LLC ,15000.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173937,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P194 Madison, Wisconsin USA",,
9012,9012,80 Washington Pl Unit P195,CAPITOL WEST PARKING LLC ,15000.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173945,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P195 Madison, Wisconsin USA",,
9013,9013,80 Washington Pl Unit P196,CAPITOL WEST PARKING LLC ,15000.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173953,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P196 Madison, Wisconsin USA",,
8986,8986,80 Washington Pl Unit P168,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173672,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P168 Madison, Wisconsin USA",,
8980,8980,80 Washington Pl Unit P162,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173614,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P162 Madison, Wisconsin USA",,
8981,8981,80 Washington Pl Unit P163,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173622,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P163 Madison, Wisconsin USA",,
8982,8982,80 Washington Pl Unit p164,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173630,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit p164 Madison, Wisconsin USA",,
8983,8983,80 Washington Pl Unit P165,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173648,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P165 Madison, Wisconsin USA",,
8984,8984,80 Washington Pl Unit P166,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173656,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P166 Madison, Wisconsin USA",,
8985,8985,80 Washington Pl Unit P167,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173664,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P167 Madison, Wisconsin USA",,
8987,8987,80 Washington Pl Unit P169,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173680,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P169 Madison, Wisconsin USA",,
9014,9014,80 Washington Pl Unit P197,CAPITOL WEST PARKING LLC ,15000.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173961,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P197 Madison, Wisconsin USA",,
8988,8988,80 Washington Pl Unit P170,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173698,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P170 Madison, Wisconsin USA",,
8989,8989,80 Washington Pl Unit P171,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173705,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P171 Madison, Wisconsin USA",,
8990,8990,80 Washington Pl Unit P172,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173713,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P172 Madison, Wisconsin USA",,
8991,8991,80 Washington Pl Unit P173,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173721,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P173 Madison, Wisconsin USA",,
8992,8992,80 Washington Pl Unit P174,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173739,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P174 Madison, Wisconsin USA",,
8993,8993,80 Washington Pl Unit P175,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173747,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P175 Madison, Wisconsin USA",,
8941,8941,80 Washington Pl Unit P123,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173226,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P123 Madison, Wisconsin USA",,
8948,8948,80 Washington Pl Unit P130,CAPITOL WEST PARKING LLC ,9200.0,Condominium ,Commercial,74,704000.0,propertydata.cfm?ParcelN=070923173292,Apartment,CAPITOL WEST PARKING LLC ,"80 Washington Pl Unit P130 Madison, Wisconsin USA",,
55554,55554,1140 Morraine View Dr Unit P12,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835124846,Apartment,RDM MADISON LLC ,"1140 Morraine View Dr Unit P12 Madison, Wisconsin USA",,
55558,55558,1148 Morraine View Dr Unit P9,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835125183,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit P9 Madison, Wisconsin USA",,
55551,55551,1140 Morraine View Dr Unit P7,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835124797,Apartment,RDM MADISON LLC ,"1140 Morraine View Dr Unit P7 Madison, Wisconsin USA",,
55552,55552,1140 Morraine View Dr Unit P10,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835124820,Apartment,RDM MADISON LLC ,"1140 Morraine View Dr Unit P10 Madison, Wisconsin USA",,
55548,55548,1136 Morraine View Dr Unit P16,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835124705,Apartment,RDM MADISON LLC ,"1136 Morraine View Dr Unit P16 Madison, Wisconsin USA",,
55549,55549,1140 Morraine View Dr Unit P1,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835124739,Apartment,RDM MADISON LLC ,"1140 Morraine View Dr Unit P1 Madison, Wisconsin USA",,
55553,55553,1140 Morraine View Dr Unit P11,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835124838,Apartment,RDM MADISON LLC ,"1140 Morraine View Dr Unit P11 Madison, Wisconsin USA",,
55555,55555,1140 Morraine View Dr Unit P13,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835124854,Apartment,RDM MADISON LLC ,"1140 Morraine View Dr Unit P13 Madison, Wisconsin USA",,
55556,55556,1148 Morraine View Dr Unit P5,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835125141,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit P5 Madison, Wisconsin USA",,
55557,55557,1148 Morraine View Dr Unit P8,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835125175,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit P8 Madison, Wisconsin USA",,
55550,55550,1140 Morraine View Dr Unit P3,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835124755,Apartment,RDM MADISON LLC ,"1140 Morraine View Dr Unit P3 Madison, Wisconsin USA",,
55559,55559,1148 Morraine View Dr Unit P10,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835125191,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit P10 Madison, Wisconsin USA",,
55561,55561,1148 Morraine View Dr Unit P15,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835125240,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit P15 Madison, Wisconsin USA",,
55562,55562,1148 Morraine View Dr Unit P16,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835125258,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit P16 Madison, Wisconsin USA",,
55547,55547,1136 Morraine View Dr Unit P11,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835124656,Apartment,RDM MADISON LLC ,"1136 Morraine View Dr Unit P11 Madison, Wisconsin USA",,
55565,55565,1128 Morraine View Dr Unit P9,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835124276,Apartment,RDM MADISON LLC ,"1128 Morraine View Dr Unit P9 Madison, Wisconsin USA",,
55563,55563,1148 Morraine View Dr Unit P17,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835125266,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit P17 Madison, Wisconsin USA",,
55564,55564,1148 Morraine View Dr Unit P18,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835125274,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit P18 Madison, Wisconsin USA",,
55560,55560,1148 Morraine View Dr Unit P11,RDM MADISON LLC ,2000.0,Condominium,Residential,74,4069400.0,propertydata.cfm?ParcelN=070835125208,Apartment,RDM MADISON LLC ,"1148 Morraine View Dr Unit P11 Madison, Wisconsin USA",,
